movie_title,genres,director_name,actor_1_name,actor_2_name,actor_3_name,title_year,plot_keywords
The Last Samurai ,Action|Drama|History|War,Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,2003,captain|emperor|honor|japan|samurai
Exodus: Gods and Kings ,Action|Adventure|Drama,Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,2014,egypt|exodus|moses|pharaoh|plague
Star Trek ,Action|Adventure|Sci-Fi,J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,2009,box office hit|future|lifted by the throat|star trek|vulcan
Spider-Man ,Action|Adventure|Fantasy|Romance,Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,2002,evil|goblin|spider|spider man|superhero
How to Train Your Dragon 2 ,Action|Adventure|Animation|Comedy|Family|Fantasy,Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,2014,dragon|father son relationship|husband wife relationship|mother son relationship|viking
Gods of Egypt ,Action|Adventure|Fantasy,Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,2016,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess
Stealth ,Action|Adventure|Sci-Fi|Thriller,Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,2005,artificial intelligence|box office flop|fighter jet|navy|pilot
Watchmen ,Action|Drama|Mystery|Sci-Fi,Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,2009,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity
Lethal Weapon 4 ,Action|Crime|Thriller,Richard Donner,Jet Li,Rene Russo,Darlene Love,1998,kung fu|lapd|martial arts|private investigator|triad
Hulk ,Action|Sci-Fi,Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,2003,1980s|c 130 hercules|monster|panzer|san francisco california
G.I. Joe: Retaliation ,Action|Adventure|Sci-Fi|Thriller,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,2013,general|gi joe|martial arts|ninja|president
Sahara ,Action|Adventure|Comedy|Thriller,Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,2005,beach|civil war|desert|dictator|ship
Final Fantasy: The Spirits Within ,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,2001,general|military|scientist|soldier|year 2065
Captain America: The First Avenger ,Action|Adventure|Sci-Fi,Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,2011,arctic|captain america|scientist|tesseract|war bond
The World Is Not Enough ,Action|Adventure|Thriller,Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,1999,british|oil|scientist|terrorist|tycoon
Master and Commander: The Far Side of the World ,Action|Adventure|Drama|History|War,Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,2003,1800s|napoleonic wars|pursuit|royal navy|ship
The Twilight Saga: Breaking Dawn - Part 2 ,Adventure|Drama|Fantasy|Romance,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,2012,battle|friend|super strength|vampire|vision
Happy Feet 2 ,Animation|Comedy|Family|Musical,George Miller,Robin Williams,Brad Pitt,Common,2011,3d|antarctica|krill|penguin|sequel
The Incredible Hulk ,Action|Adventure|Sci-Fi,Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,2008,antidote|cure|hulk|marvel cinematic universe|opening action scene
Miami Vice             ,Action|Crime|Drama|Mystery|Thriller, ,Don Johnson,Philip Michael Thomas,John Diehl, ,cult tv|detective|drugs|police|undercover
The BFG ,Adventure|Family|Fantasy,Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,2016,cannibal|evil brother|giant|london england|queen
The Revenant ,Adventure|Drama|Thriller|Western,Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,2015,bear attack|cauterizing a wound|native american|revenge|survival
Turbo ,Adventure|Animation|Comedy|Family|Sport,David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,2013,accident|freak accident|race|snail|underdog
Rango ,Adventure|Animation|Comedy|Family|Western,Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,2011,chameleon|lizard|sheriff|water|western town
Penguins of Madagascar ,Adventure|Animation|Comedy|Family,Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,2014,little girl|park|spy|statue of liberty|television van
The Bourne Ultimatum ,Action|Mystery|Thriller,Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,2007,action hero|cia|dark past|flashback|memory
Kung Fu Panda ,Action|Adventure|Animation|Comedy|Family,Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,2008,kung fu|kung fu master|master|panda|snow leopard
Ant-Man ,Action|Adventure|Comedy|Sci-Fi,Peyton Reed,Judy Greer,Hayley Atwell,T.I.,2015,ant|chinatown san francisco|heist|sabotage|vault
The Hunger Games: Catching Fire ,Adventure|Sci-Fi|Thriller,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,2013,president|snow|television|tour|uprising
The Twilight Saga: Breaking Dawn - Part 2 ,Adventure|Drama|Fantasy|Romance,Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,2012,battle|friend|super strength|vampire|vision
Home ,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,2015,alien friendship|alien invasion|australia|flying car|mother daughter relationship
War of the Worlds ,Adventure|Sci-Fi|Thriller,Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,2005,alien|fight|storm|survival|tripod
Bad Boys II ,Action|Comedy|Crime|Thriller,Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,2003,cuba|dea|drugs|money|undercover
Puss in Boots ,Action|Adventure|Animation|Comedy|Family|Fantasy,Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,2011,betrayal|egg|friend|goose|hero
Salt ,Action|Crime|Mystery|Thriller,Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,2010,cia|on the run|russian|russian spy|strong female lead
Noah ,Action|Adventure|Drama,Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,2014,ark|flood|noah's ark|water|wrath of god
The Adventures of Tintin ,Action|Adventure|Family|Mystery,Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,2011,captain|morocco|ship|tintin|treasure
Harry Potter and the Prisoner of Azkaban ,Adventure|Family|Fantasy|Mystery,Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,2004,magic|muggle|serial killer|traitor|wizard
Australia ,Adventure|Drama|Romance|War,Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,2008,australia|cattle|darwin|drover|japanese
After Earth ,Action|Adventure|Sci-Fi,M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,2013,box office flop|father son team|fear|race against time|real life father and son playing father and son
Dinosaur ,Adventure|Animation|Family|Thriller,Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,2000,egg|iguanodon|lemur|meteor|nesting grounds
Harry Potter and the Deathly Hallows: Part II ,Action|Fantasy,Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,2011, 
Night at the Museum: Secret of the Tomb ,Adventure|Comedy|Family|Fantasy,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,2014,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet
Megamind ,Action|Animation|Comedy|Family|Sci-Fi,Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,2010,battle|city|planet|prison|superhero
Harry Potter and the Sorcerer's Stone ,Adventure|Family|Fantasy,Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,2001,based on novel|birthday|evil wizard|quidditch|wizard
R.I.P.D. ,Action|Comedy|Fantasy,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,2013,drug dealer|gold|partner|police|undead
Godzilla Resurgence ,Action|Adventure|Drama|Horror|Sci-Fi,Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,2016,blood|godzilla|monster|sequel
Pirates of the Caribbean: The Curse of the Black Pearl ,Action|Adventure|Fantasy,Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,2003,caribbean|curse|governor|pirate|undead
Harry Potter and the Deathly Hallows: Part I ,Fantasy,Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,2010, 
The Hunger Games: Mockingjay - Part 1 ,Adventure|Sci-Fi|Thriller,Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,2014,based on young adult novel|manipulation|rebellion|symbol|uprising
The Da Vinci Code ,Mystery|Thriller,Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,2006,based on supposedly true story|holy grail|mary magdalene|opus dei|secret
Rio 2 ,Adventure|Animation|Comedy|Family|Musical,Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,2014,amazon|bird|father in law|jungle|no opening credits
X-Men 2 ,Action|Adventure|Fantasy|Sci-Fi|Thriller,Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,2003,mutant|prison|professor|school|x men
Fast Five ,Action|Crime|Thriller,Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,2011,drug lord|drugs|federal agent|heist|police
Sherlock Holmes: A Game of Shadows ,Action|Adventure|Crime|Mystery|Thriller,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,2011,factory|gypsy|investigation|sherlock holmes|train
Clash of the Titans ,Action|Adventure|Fantasy,Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,2010,famous line|hand to hand combat|kraken|rape|zeus
Total Recall ,Action|Sci-Fi,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,1990,ambiguous ending|false memory|implanted memory|memory|space colony
The 13th Warrior ,Action|Adventure|History,John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,1999,arab|battle|combat|viking|warrior
The Bourne Legacy ,Action|Adventure|Thriller,Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,2012,assassin|cia|drone|pill|wolf
Batman & Robin ,Action,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,1997,butler|critically bashed|cure|freeze|gotham
How the Grinch Stole Christmas ,Comedy|Family|Fantasy,Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,2000,box office hit|christmas|materialism|public humiliation|snowflake
The Day After Tomorrow ,Action|Adventure|Sci-Fi|Thriller,Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,2004,climate|end of the world|global warming|natural disaster|weather
Mission: Impossible II ,Action|Adventure|Thriller,John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,2000,cure|mission|terrorist|thief|virus
The Perfect Storm ,Action|Adventure|Drama|Thriller,Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,2000,death|fish|fishing|sea|storm
Fantastic 4: Rise of the Silver Surfer ,Action|Adventure|Sci-Fi|Thriller,Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,2007,fantastic four|space|strong female character|strong female lead|superheroine
Life of Pi ,Adventure|Drama|Fantasy,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,2012,animal|faith|india|journey|tiger
Ghost Rider ,Action|Fantasy|Thriller,Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,2007,blackheart|devil|father|ghost|mephistopheles
Jason Bourne ,Action|Thriller,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,2016,black ops|chase|cia|cia agent|repeated scene
Charlie's Angels: Full Throttle ,Action|Adventure|Comedy|Crime,McG,Demi Moore,Bernie Mac,Justin Theroux,2003,fbi|murder|ring|witness protection|witness protection program
Prometheus ,Adventure|Mystery|Sci-Fi,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,2012,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation
Stuart Little 2 ,Adventure|Animation|Comedy|Family|Fantasy,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,2002,anthropomorphic mouse|falcon|marshmallow|second part|soccer
Elysium ,Action|Drama|Sci-Fi|Thriller,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,2013,christ figure|class differences|messiah|saviour|social commentary
The Chronicles of Riddick ,Action|Adventure|Sci-Fi|Thriller,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,2004,bounty hunter|escape|necromonger|planet|warrior
RoboCop ,Action|Crime|Sci-Fi|Thriller,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,2014,law enforcement|police|robocop|robot|technology
Speed Racer ,Action|Family|Sport,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,2008,based on anime|based on cartoon|gadget car|racer|speed
How Do You Know ,Comedy|Drama|Romance,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,2010,embarrassment|falling in love|love|love triangle|revelation
Knight and Day ,Action|Comedy|Romance,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,2010,chase|fbi|garage|spy|surveillance
Oblivion ,Action|Adventure|Mystery|Sci-Fi,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,2013,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool
Star Wars: Episode III - Revenge of the Sith ,Action|Adventure|Fantasy|Sci-Fi,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,2005,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision
Star Wars: Episode II - Attack of the Clones ,Action|Adventure|Fantasy|Sci-Fi,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,2002,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film
"Monsters, Inc. ",Adventure|Animation|Comedy|Family|Fantasy,Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,2001,friend|little girl|monster|rival|scream
The Wolverine ,Action|Adventure|Sci-Fi|Thriller,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,2013,healing power|marvel comics|mecha|regeneration|self healing
Star Wars: Episode I - The Phantom Menace ,Action|Adventure|Fantasy|Sci-Fi,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,1999,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream
The Croods ,Adventure|Animation|Comedy|Family|Fantasy,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,2013,cave|caveman|journey|strict father|survival
Asterix at the Olympic Games ,Adventure|Comedy|Family|Fantasy,Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,2008,1st century b.c.|lightsaber|local blockbuster|magical potion|potion
Windtalkers ,Action|Drama|War,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,2002,code|duty|steel helmet|u.s. marine|u.s. soldier
The Huntsman: Winter's War ,Action|Adventure|Drama|Fantasy,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,2016,based on fairy tale|dark fantasy|fairy tale|second part|sequel
Teenage Mutant Ninja Turtles ,Action|Adventure|Comedy|Sci-Fi,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,2014,18 wheeler|mutant|ninja|sewer|turtle
Gravity ,Adventure|Drama|Sci-Fi|Thriller,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,2013,box office hit|long take|sole survivor|space|space station
Dante's Peak ,Action|Adventure|Thriller,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,1997,ash|escape|lava|mayor|volcano
Teenage Mutant Ninja Turtles: Out of the Shadows ,Action|Adventure|Comedy|Sci-Fi,Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,2016,based on comic book|brother brother relationship|rat|sequel|turtle
Fantastic Four ,Action|Adventure|Sci-Fi,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,2015,box office flop|critically bashed|portal|teleportation|troubled production
Night at the Museum ,Action|Adventure|Comedy|Family|Fantasy,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,2006,chaos|museum|museum of natural history|night watchman|watchman
San Andreas ,Action|Adventure|Drama|Thriller,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,2015,disaster movie|earthquake|journey|natural disaster|san andreas fault
Tomorrow Never Dies ,Action|Adventure|Thriller,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,1997,ex boyfriend ex girlfriend relationship|media tycoon|megalomaniac|official james bond series|world war three
The Patriot ,Action|Drama|History|War,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,2000,american revolution|british|french|hero|standoff
Ocean's Twelve ,Crime|Thriller,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,2004,father daughter relationship|heist|pretending to be pregnant|sequel|thief
Mr. & Mrs. Smith ,Action|Comedy|Crime|Romance|Thriller,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,2005,assassin|marriage|secret agent|suburb|target
Insurgent ,Adventure|Sci-Fi|Thriller,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,2015,action heroine|falling from height|mind control|trainhopping|truth serum
The Aviator ,Biography|Drama,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,2004,1920s|aviation|fight|spruce goose|test flight
Gulliver's Travels ,Adventure|Comedy|Family|Fantasy,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,2010,bermuda triangle|box office hit|shipwrecked|travel|travel writer
The Green Hornet ,Action|Comedy|Crime|Sci-Fi|Thriller,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,2011,heir|kung fu|party|playboy|superhero
The A-Team             ,Action|Adventure|Crime, ,George Peppard,Dirk Benedict,Dwight Schultz, ,1980s|cult tv|famous opening theme|good versus evil|hero for hire
300: Rise of an Empire ,Action|Drama|Fantasy|War,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,2014,army|commander|female rear nudity|greek|navy
The Smurfs ,Adventure|Animation|Comedy|Family|Fantasy,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,2011,blue|new york|new york city|no opening credits|smurf
Home on the Range ,Animation|Comedy|Family|Music|Western,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,2004,cattle|cow|dairy farm|farm|rustler
Allegiant ,Action|Adventure|Mystery|Sci-Fi|Thriller,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,2016,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead
Real Steel ,Action|Drama|Sci-Fi|Sport,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,2011,arena|boxing|boxing movie|robot|robot battle
The Smurfs 2 ,Adventure|Animation|Comedy|Family|Fantasy,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,2013,based on cartoon|box office hit|no opening credits|sequel|smurf
Speed 2: Cruise Control ,Action|Crime|Romance|Thriller,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,1997,collision course|computer|cruise|diamonds|ship run aground
Ender's Game ,Action|Sci-Fi,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,2013,alien|future|manipulation|simulation|training
Live Free or Die Hard ,Action|Adventure|Thriller,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,2007,fbi|hacker|independence day|police|terrorist
The Lord of the Rings: The Fellowship of the Ring ,Action|Adventure|Drama|Fantasy,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,2001,elf|hobbit|middle earth|quest|ring
Around the World in 80 Days ,Action|Adventure|Comedy,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,2004,19th century|around the world|inventor|martial arts|train
Ali ,Biography|Drama|Sport,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,2001,african american protagonist|african americans|boxing gym|gym|rumble in the jungle
The Cat in the Hat ,Adventure|Comedy|Family|Fantasy,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,2003,based on cult comic book|cat|home alone|imagination|talking cat
